DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,TCGA_subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,PatientID,DepmapModelType,OncotreeCode,PatientMolecularSubtype,AgeCategory,PatientRace,SourceDetail,TreatmentStatus,TreatmentDetails,OnboardedMedia,EngineeredModel,TissueOrigin,CatalogNumber,PlateCoating,ModelDerivationMaterial
ACH-000060,PANC1005,PANC1005_PANCREAS,Panc 10.05,9253480.0,Male,ATCC,2.0,"-3,422633421",Adherent,RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 18mM Sodium bicarbonate + 25mM Glucose,"93,2",CVCL_1639,pancreas,Primary,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,81.0,SIDM01135,1970.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-9JMXWA,PAAD,PAAD,,Adult,caucasian,ATCC,,,MF-001-019,,,CRL-2547,,
ACH-000061,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,9070560.0,Male,ATCC,,,Suspension,RPMI + 10% FBS,,CVCL_1280,haematopoietic_and_lymphoid_tissue,,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,MISC,61.0,SIDM00671,3100.0,,Lymphoid,non_hodgkin_lymphoma,t_cell_cutaneous,,PT-hDGIfb,MTNN,MTNN,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2105,,
ACH-000062,RERFLCMS,RERFLCMS_LUNG,RERF-LC-MS,9109310.0,Male,JCRB,,,Adherent,EMEM + 10% FBS + 100uM NEAA,,CVCL_1655,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,,SIDM00355,20510.0,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-Rt0hf4,LUAD,LUAD,,Unknown,asian,JCRB,,,MF-015-004,,,JCRB0081,,
ACH-000063,HS616T,HS616T_FIBROBLAST,Hs 616.T,,Male,ATCC,,,Adherent,DMEM + 10% FBS,,CVCL_0825,fibroblast,,Non-Cancerous,Fibroblast,CNTL,16.0,SIDM01566,,Originally annotated as 'Lymphocyte' but after analysis we believe this line is a fibroblast.,Fibroblast,fibroblast_lymphocyte,,,PT-kuvMUl,ZFIBLYM,,,Pediatric,caucasian,ATCC,,,MF-002-001,,,CRL-7378,,
ACH-000064,SALE,SALE_LUNG,SALE,,Male,Academic lab,,,Unknown,,,CVCL_WS60,lung,,Non-Cancerous,Immortalized Lung Cells,,,,,,Lung,,,,PT-Vm8sIp,ZIMMLUNG,,,Unknown,,Jesse Boehm (Broad),,,,,,,,
ACH-000065,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML5,13309830.0,Male,DSMZ,,,Suspension,AlphaMEM + 20% FBS + 10ng/ml GM-CSF,,CVCL_1620,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,77.0,SIDM00461,21300.0,,Myeloid,AML,,,PT-EsXLcC,AML,AML,,Adult,,DSMZ,,,MF-003-002,,,ACC 247,,
ACH-000066,HCC4006,HCC4006_LUNG,HCC4006,,Male,ATCC,,,Adherent,RPMI + 10% FBS,,CVCL_1269,pleural_effusion,Metastatic,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,,,,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-QxlnnP,LUAD,LUAD,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2871,,
ACH-000067,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,12401500.0,Male,ATCC,2.0,"-3,664959709",Adherent,DMEM + 10% FBS,"60,7",CVCL_0844,central_nervous_system,Primary,Diffuse Glioma,Oligodendroglioma,LGG,76.0,SIDM00666,7690.0,,CNS/Brain,glioma,oligodendroglioma,,PT-25yL7C,ODG,ODG,,Adult,caucasian,ATCC,,,MF-002-001,,,HTB-138,,
ACH-000068,REC1,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,REC-1,,Male,DSMZ,,,Suspension,RPMI + 10% FBS,,CVCL_1884,lymph_node,,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MISC,61.0,SIDM01773,,,Lymphoid,non_hodgkin_lymphoma,b_cell_mantle_cell,,PT-WEet0z,MCL,MCL,,Adult,,DSMZ,,,MF-001-001,,,,,
ACH-000069,HS611T,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Hs 611.T,,Female,ATCC,,,Suspension,DMEM + 10% FBS,,CVCL_0823,haematopoietic_and_lymphoid_tissue,,Hodgkin Lymphoma,Hodgkin Lymphoma,MISC,48.0,,,,Lymphoid,hodgkin_lymphoma,,,PT-RgXHAi,HL,HL,,Adult,,ATCC,,,MF-002-001,,,CRL-7373,,
ACH-000070,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,697,9068000.0,Male,DSMZ,2.0,"-3,463143117",Suspension,RPMI + 10% FBS,52,CVCL_0079,bone_marrow,Primary,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,DLBC,12.0,SIDM01076,630.0,,Lymphoid,ALL,b_cell,,PT-0yrZJC,BLL,BLL,,Pediatric,,DSMZ,,,MF-001-001,,,ACC 42,,
ACH-000071,HS706T,HS706T_BONE,Hs 706.T,,Female,ATCC,,,Adherent,DMEM + 10% FBS,,CVCL_0863,fibroblast,,Non-Cancerous,"Fibroblast, Bone",CNTL,16.0,SIDM01704,,,Fibroblast,fibroblast_bone,,,PT-HqO4KC,ZFIBBON,,,Pediatric,caucasian,ATCC,,,MF-002-001,,,CRL-7447,,
ACH-000072,MEG01,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG-01,9081260.0,Male,ATCC,0.0,"-8,617775750",Adherent,RPMI + 10% FBS,,CVCL_0425,bone_marrow,,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",LCML,55.0,SIDM00526,12630.0,,Myeloid,CML,,,PT-yx4h8S,CMLBCRABL1,CMLBCRABL1,,Adult,,ATCC,,,MF-001-001,,,CRL-2021,,
ACH-000073,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,13038970.0,Female,DSMZ,,,Suspension,DMEM + 10% FBS + 2mM Glutamine,,CVCL_1818,haematopoietic_and_lymphoid_tissue,Primary,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MISC,58.0,SIDM01058,17760.0,,Lymphoid,non_hodgkin_lymphoma,b_cell_mantle_cell,,PT-wktVrL,MCL,MCL,,Adult,caucasian,DSMZ,,,MF-002-003,,,ACC 342,,
ACH-000074,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,9073110.0,Male,ATCC,2.0,"-3,287602523",Adherent,RPMI + 10% FBS,"72,3",CVCL_0379,haematopoietic_and_lymphoid_tissue,Primary,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",LCML,38.0,SIDM00308,5980.0,,Myeloid,CML,blast_crisis,BCR-ABL1 positive,PT-FJahu6,CMLBCRABL1,CMLBCRABL1,,Adult,asian,ATCC,,,MF-001-001,,,CRL-2099,,
ACH-000075,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,6875900.0,Male,ATCC,2.0,"-2,318958160",Adherent,MEM + 10% FBS,"62,1",CVCL_0022,central_nervous_system,Primary,Diffuse Glioma,Glioblastoma,GBM,44.0,SIDM01189,5490.0,,CNS/Brain,glioma,astrocytoma,,PT-59c3mE,GB,GB,,Adult,caucasian,ATCC,,,MF-006-001,,,HTB-14,,
ACH-000076,NCO2,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCO2,,Female,HSRRB,2.0,"-3,933579675",Suspension,RPMI + 10% FBS,55,CVCL_3043,haematopoietic_and_lymphoid_tissue,Primary,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",LCML,35.0,,,,Myeloid,CML,,BCR-ABL1 positive,PT-Ugji7b,CMLBCRABL1,CMLBCRABL1,,Adult,,HSRRB,,,MF-001-001,,,IFO50525,,
ACH-000077,MJ,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,,Male,ATCC,,,Suspension,IMDM + 10% FBS,,CVCL_1414,haematopoietic_and_lymphoid_tissue,,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,MISC,50.0,,,,Lymphoid,non_hodgkin_lymphoma,t_cell_cutaneous,,PT-brIUSU,MTNN,MTNN,,Adult,caucasian,ATCC,,,MF-005-001,,,CRL-8294,,
ACH-000078,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,MHH-NB-11,9081350.0,Male,DSMZ,3.0,"-2,124524036",Mixed,RPMI + 10% FBS,"60,3",CVCL_1412,autonomic_ganglia,Metastatic,Neuroblastoma,Neuroblastoma,MISC,4.0,SIDM00387,18180.0,,Peripheral Nervous System,neuroblastoma,,MYCN_amp,PT-Vot01h,NBL,NBL,,Pediatric,caucasian,DSMZ,,,MF-001-001,,,ACC 157,,
ACH-000079,TE125T,TE125T_FIBROBLAST,TE 125.T,,Female,ATCC,,,Adherent,MEM + 10% FBS,,CVCL_1740,fibroblast,,Non-Cancerous,"Fibroblast, Soft Tissue",CNTL,1.0,SIDM01763,,,Fibroblast,fibroblast_soft_tissue,,,PT-5wqkwI,ZFIBSOF,,,Pediatric,caucasian,ATCC,,,MF-006-001,,,CRL-7945_FL,,
ACH-000080,BDCM,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BDCM,,Male,ATCC,0.0,"-1,097521055",Mixed,RPMI + 10% FBS,"74,2",CVCL_4613,haematopoietic_and_lymphoid_tissue,,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,LAML,,,,,Myeloid,AML,M5,,PT-c6Ag34,AMOL,AMOL,,Pediatric,,ATCC,,,MF-001-001,,,CRL-2740,,
ACH-000081,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GDM-1,9068700.0,Female,ATCC,,,Suspension,RPMI + 10% FBS,,CVCL_1230,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,66.0,SIDM01057,1640.0,,Myeloid,AML,,,PT-OtgTTm,AML,AML,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2627,,
ACH-000082,G292CLONEA141B1,G292CLONEA141B1_BONE,"G-292, clone A141B1",12908070.0,Female,ATCC,2.0,"-4,365853783",Adherent,McCoy's 5A + 10% FBS,"75,2",CVCL_2909,bone,Primary,Osteosarcoma,Osteosarcoma,SARC,9.0,SIDM00858,6610.0,,Bone,osteosarcoma,,,PT-noCCE4,OS,OS,,Pediatric,caucasian,ATCC,,,MF-023-001,,,CRL-1423,,
ACH-000083,HS281T,HS281T_FIBROBLAST,Hs 281.T,,Female,ATCC,,,Adherent,DMEM + 10% FBS,,CVCL_0715,fibroblast,,Non-Cancerous,"Fibroblast, Breast",CNTL,37.0,SIDM01594,,,Fibroblast,fibroblast_breast,,,PT-BMJ8bq,ZFIBBRE,,,Adult,caucasian,ATCC,,,MF-002-001,,,,,
ACH-000084,MUTZ3,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MUTZ-3,,Male,DSMZ,,,Adherent,,,CVCL_1433,haematopoietic_and_lymphoid_tissue,,Acute Myeloid Leukemia,"AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM",LAML,29.0,,,,Myeloid,AML,,,PT-S6ty7D,AMLGATA2MECOM,AMLGATA2MECOM,,Adult,,DSMZ,,,,,,ACC-295,,
ACH-000085,T3M4,T3M4_PANCREAS,T3M-4,,Male,RIKEN,1.0,"-2,862032623",Adherent,F12 + 10% FBS,"92,9",CVCL_4056,lymph_node,Primary,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,64.0,,,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-FnO2p8,PAAD,PAAD,,Adult,asian,RIKEN,,,MF-004-001,,,RCB1021,,
ACH-000086,ACCMESO1,ACCMESO1_PLEURA,ACC-MESO-1,,Female,RIKEN,2.0,"-4,054069395",Adherent,RPMI + 10% FBS,"78,6",CVCL_5113,pleura,,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",MESO,61.0,,,,Pleura,mesothelioma,,,PT-nZJ0Fu,PLEMESO,PLEMESO,,Adult,,RIKEN,,,MF-001-001,,,RCB2292,,
ACH-000087,SKES1,SKES1_BONE,SK-ES-1,6840720.0,Male,ATCC,2.0,"-3,082132260",Mixed,McCoy's 5A + 15% FBS,58,CVCL_0627,bone,Primary,Ewing Sarcoma,Ewing Sarcoma,SARC,18.0,SIDM01111,410.0,,Bone,Ewing_sarcoma,,EWS_FLI,PT-VA04Md,ES,ES,,Pediatric,caucasian,ATCC,,,MF-023-002,,,HTB-86,,
ACH-000088,HS172T,HS172T_FIBROBLAST,Hs 172.T,,Male,ATCC,,,Unknown,,,CVCL_0660,fibroblast,,Non-Cancerous,"Fibroblast, Urinary Tract",CNTL,50.0,SIDM01616,,,Fibroblast,fibroblast_urinary_tract,,,PT-fmS8rl,ZFIBURT,,,Adult,caucasian,ATCC,,,,,,,,
ACH-000089,NCIH684,NCIH684_LARGE_INTESTINE,NCI-H684,,Male,KCLB,,,Adherent,,,CVCL_9980,liver,Metastatic,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,55.0,SIDM01665,,,Bowel,colorectal_adenocarcinoma,,,PT-0joF2E,COAD,COAD,,Adult,,KCLB,,,,,,90684,,
ACH-000090,PC3,PC3_PROSTATE,PC-3,9059340.0,Male,ATCC,0.0,"-2,134615022",Adherent,F12 + 10% FBS,,CVCL_0035,bone,Metastatic,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,62.0,SIDM00088,9110.0,,Prostate,prostate_adenocarcinoma,,,PT-j0lUB5,PRAD,PRAD,,Adult,caucasian,ATCC,,,MF-004-001,,,CRL-1435,,
ACH-000091,OV56,OV56_OVARY,OV56,14803620.0,Female,ECACC,,,Adherent,DMEM:F12 + 5% FBS + 2mM Glutamine + 10ug/ml Insulin + 0.5ug/ml Hydrocortisone,,CVCL_2673,ascites,Metastatic,Ovarian Epithelial Tumor,Serous Ovarian Cancer,OV,46.0,SIDM00475,6860.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,serous,,PT-kmyeHR,SOC,SOC,,Adult,,ECACC,,,MF-007-009,,,96020759,,
ACH-000092,NCIH2452,NCIH2452_PLEURA,NCI-H2452,9084620.0,Male,ATCC,2.0,"-4,021094544",Adherent,RPMI + 10% FBS,"85,7",CVCL_1553,pleura,Metastatic,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",MESO,,SIDM00722,6240.0,,Pleura,mesothelioma,,,PT-GaubVg,PLBMESO,PLBMESO,,Adult,,ATCC,,,MF-001-001,,,CRL-5946,,
ACH-000093,PANC0504,PANC0504_PANCREAS,Panc 05.04,,Female,ATCC,2.0,"-1,572668918",Adherent,RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 18mM Sodium bicarbonate + 25mM Glucose,,CVCL_1637,pancreas,Primary,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,77.0,,,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-X8PfQy,PAAD,PAAD,,Adult,caucasian,ATCC,,,MF-001-019,,,CRL-2557,,
ACH-000094,HPAFII,HPAFII_PANCREAS,HPAF-II,7248690.0,Male,ATCC,,,Adherent,DMEM + 10% FBS,,CVCL_0313,ascites,Metastatic,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,44.0,SIDM00669,8890.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-bW9aaR,PAAD,PAAD,,Adult,caucasian,ATCC,,,MF-002-001,,,CRL-1997,,
ACH-000095,D341Med,D341MED_CENTRAL_NERVOUS_SYSTEM,D341 Med,,Male,ATCC,3.0,"-2,739830035",Mixed,EMEM + 20% FBS,"95,6",CVCL_0018,brain,Primary,Embryonal Tumor,Medulloblastoma,MISC,3.0,,,,CNS/Brain,medulloblastoma,med_group_3,MYC_amp,PT-nsjOrX,MBL,MBL,,Pediatric,,ATCC,Unknown,,MF-015-009,,,HTB-187,,
ACH-000096,G401,G401_SOFT_TISSUE,G-401,9072990.0,Male,ATCC,2.0,"-2,405308547",Adherent,McCoy's 5A + 10% FBS,38,CVCL_0270,kidney,Primary,Rhabdoid Cancer,Rhabdoid Cancer,SARC,0.0,SIDM00856,9620.0,,Kidney,malignant_rhabdoid_tumor,,,PT-ABKGjf,MRT,MRT,,Pediatric,caucasian,ATCC,,,MF-023-001,,,CRL-1441,,
ACH-000097,ZR751,ZR751_BREAST,ZR-75-1,,Female,ATCC,2.0,"-4,290229594",Adherent,RPMI + 10% FBS,"79,1",CVCL_0588,ascites,Metastatic,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,63.0,SIDM00314,,,Breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,PT-k1TO7o,IDC,IDC,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-1500,,
ACH-000098,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,GAMG,9068680.0,Female,DSMZ,2.0,"-5,026314849",Adherent,DMEM + 10% FBS + 2mM Glutamine,"91,1",CVCL_1226,central_nervous_system,Primary,Diffuse Glioma,Glioblastoma,GBM,42.0,SIDM01055,11740.0,,CNS/Brain,glioma,glioblastoma,,PT-HmIANs,GB,GB,,Adult,,DSMZ,,,MF-002-003,,,ACC 242,,
ACH-000099,SIMA,SIMA_AUTONOMIC_GANGLIA,SIMA,7536200.0,Male,DSMZ,3.0,"-3,243213121",Adherent,RPMI + 10% FBS,59,CVCL_1695,autonomic_ganglia,Primary,Neuroblastoma,Neuroblastoma,MISC,1.0,SIDM00395,20760.0,,Peripheral Nervous System,neuroblastoma,,,PT-JpfhsL,NBL,NBL,,Pediatric,caucasian,DSMZ,Post-treatment,,MF-001-001,,,ACC 164,,
ACH-000100,RH41,RH41_SOFT_TISSUE,RH-41,12402100.0,Female,DSMZ,0.0,"-2,898199801",Adherent,RPMI + 10% FBS,"75,2",CVCL_2176,liver,Metastatic,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,SARC,7.0,SIDM00426,20520.0,,Soft Tissue,rhabdomyosarcoma,alveolar,,PT-BN67ox,ARMS,ARMS,,Pediatric,,DSMZ,,,MF-001-001,,,ACC 592,,
ACH-000101,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE-37,9072770.0,Male,DSMZ,,,Suspension,RPMI + 10% FBS,,CVCL_1327,haematopoietic_and_lymphoid_tissue,Primary,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,MISC,27.0,SIDM01003,10120.0,SNP fingerprinting rules out CCRF-CEM contamination.,Lymphoid,ALL,t_cell,,PT-6Sunyd,ATLL,ATLL,,Adult,,DSMZ,,,MF-001-001,,,46,,
ACH-000102,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,GMS-10,9068730.0,Male,DSMZ,,,Adherent,AlphaMEM + 10% FBS,,CVCL_1233,central_nervous_system,Primary,Diffuse Glioma,Glioblastoma,GBM,49.0,SIDM01074,2940.0,,CNS/Brain,glioma,glioblastoma,,PT-CuQsSC,GB,GB,,Adult,,DSMZ,,,MF-003-001,,,,,
ACH-000103,CAOV4,CAOV4_OVARY,Caov-4,9490900.0,Female,ATCC,,,Adherent,L-15 + 20% FBS,,CVCL_0202,ovary,Metastatic,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,OV,45.0,SIDM00918,15240.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,high_grade_serous,,PT-gCHPXX,HGSOC,HGSOC,,Adult,caucasian,ATCC,,,MF-021-003,,,HTB-76,,
ACH-000104,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Loucy,9077890.0,Female,ATCC,,,Suspension,RPMI + 10% FBS,,CVCL_1380,haematopoietic_and_lymphoid_tissue,Primary,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,MISC,38.0,SIDM00342,16450.0,,Lymphoid,ALL,t_cell,,PT-JJAsvr,ATLL,ATLL,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2629,,
ACH-000105,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL-SIL,12957400.0,Male,DSMZ,,,Suspension,RPMI + 10% FBS,,CVCL_1805,haematopoietic_and_lymphoid_tissue,Primary,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,MISC,17.0,SIDM00994,22630.0,,Lymphoid,ALL,t_cell,,PT-MYSpL6,TLL,TLL,,Pediatric,,DSMZ,,,MF-001-001,,,ACC 511,,
ACH-000106,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-2,9072690.0,Female,DSMZ,0.0,"-1,827745887",Suspension,RPMI + 10% FBS,"67,4",CVCL_1319,haematopoietic_and_lymphoid_tissue,,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MISC,63.0,SIDM01013,7640.0,,Lymphoid,non_hodgkin_lymphoma,b_cell_mantle_cell,,PT-JfG7uC,MCL,MCL,,Adult,,DSMZ,,,MF-001-001,,,,,
ACH-000107,CAPAN2,CAPAN2_PANCREAS,Capan-2,9109150.0,Male,ATCC,,,Adherent,McCoy's 5A + 10% FBS,,CVCL_0026,pancreas,Primary,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,56.0,SIDM00943,7030.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-vjRLEt,PAAD,PAAD,,Adult,caucasian,ATCC,,,MF-023-001,,,HTB-80,,
ACH-000108,KP3,KP3_PANCREAS,KP-3,12982190.0,Male,HSRRB,3.0,"-4,002476984",Adherent,RPMI + 10% FBS,"69,1",CVCL_3005,liver,Metastatic,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,MISC,75.0,SIDM00571,1550.0,,Pancreas,exocrine,exocrine_adenosquamous,,PT-GEVVKA,PAASC,PAASC,,Adult,asian,HSRRB,,,MF-001-001,,,JCRB0178.0,,
ACH-000109,NCIH3255,NCIH3255_LUNG,NCI-H3255,,Female,Academic lab,,,Mixed,ACL4 + 10% FBS,,CVCL_6831,lung,Primary,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,52.0,SIDM00046,,,Lung,NSCLC,NSCLC_adenocarcinoma,,PT-Zwpb82,LUAD,LUAD,,Adult,,Received from CCLE; originally Meyerson (Broad) who received from Minna,,,MF-013-001,,,,,
ACH-000110,NCCSTCK140,NCCSTCK140_STOMACH,NCC-StC-K140,,Female,RIKEN,,,Suspension,DMEM + 10% FBS,,CVCL_3055,stomach,Primary,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,36.0,,,,Esophagus/Stomach,gastric_adenocarcinoma,,,PT-5JFPe5,STAD,STAD,,Adult,,RIKEN,,,MF-002-001,,,RCB2224,,
ACH-000111,HCC1187,HCC1187_BREAST,HCC1187,7497110.0,Female,ATCC,2.0,"-2,762233767",Mixed,RPMI + 10% FBS,"90,8",CVCL_1247,breast,Primary,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BRCA,41.0,SIDM00885,16440.0,,Breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,PT-yKJqsn,IDC,IDC,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-2322,,
ACH-000112,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,9097150.0,Male,DSMZ,0.0,"-7,177934256",Suspension,IMDM + 10% FBS,"31,3",CVCL_1694,bone_marrow,,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,LAML,63.0,SIDM00396,6560.0,,Myeloid,AML,M5,,PT-SHvyVR,AMOL,AMOL,,Adult,,DSMZ,,,MF-005-001,,,,,
ACH-000113,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML2,9109470.0,Male,DSMZ,2.0,"-3,664015684",Suspension,AlphaMEM + 20% FBS,"57,9",CVCL_1619,haematopoietic_and_lymphoid_tissue,Primary,Acute Myeloid Leukemia,Acute Myeloid Leukemia,LAML,65.0,SIDM00446,7490.0,,Myeloid,AML,M4,,PT-OA9fna,AML,AML,,Adult,,DSMZ,,,MF-003-005,,,ACC 247,,
ACH-000114,SU8686,SU8686_PANCREAS,SU.86.86,12402180.0,Female,ATCC,1.0,"-3,970513399",Adherent,RPMI + 10% FBS,"89,8",CVCL_3881,liver,Metastatic,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,57.0,SIDM01188,2680.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-SNQPtX,PAAD,PAAD,,Adult,caucasian,ATCC,,,MF-001-001,,,CRL-1837,,
ACH-000115,VCAP,VCAP_PROSTATE,VCaP,12990750.0,Male,ATCC,2.0,"-2,868088101",Adherent,DMEM + 10% FBS,"54,2",CVCL_2235,bone,Metastatic,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,59.0,SIDM01077,21540.0,,Prostate,prostate_adenocarcinoma,,,PT-O15HlH,PRAD,PRAD,,Adult,caucasian,ATCC,,,MF-002-001,,,CRL-2876,,
ACH-000116,OAW28,OAW28_OVARY,OAW28,9463600.0,Female,ECACC,2.0,"-4,532444873",Adherent,DMEM + 10% FBS,"50,1",CVCL_1614,ascites,Metastatic,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,OV,75.0,SIDM00481,1730.0,,Ovary/Fallopian Tube,ovary_adenocarcinoma,high_grade_serous,,PT-eqFmWE,HGSOC,HGSOC,,Adult,,ECACC,,,MF-002-001,,,,,
ACH-000117,EFM192A,EFM192A_BREAST,EFM-192A,12907980.0,Female,DSMZ,,,Adherent,RPMI + 15% FBS + 2mM Glutamine,,CVCL_1812,pleural_effusion,Metastatic,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,46.0,SIDM01002,11870.0,,Breast,breast_adenocarcinoma,ERpos_HER2pos,HER2_amp,PT-qkpbqp,BRCA,BRCA,,Adult,caucasian,DSMZ,,,MF-001-018,,,ACC 258,,
ACH-000118,HUPT3,HUPT3_PANCREAS,HUP-T3,9072850.0,Male,DSMZ,4.0,"-4,521543264",Adherent,MEM + 10% FBS,"70,2",CVCL_1299,ascites,Metastatic,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,66.0,SIDM00533,1090.0,,Pancreas,exocrine,exocrine_adenocarcinoma,,PT-jYcdmK,PAAD,PAAD,,Adult,asian,DSMZ,,,MF-006-001,,,ACC 259,,
ACH-000119,HS863T,HS863T_FIBROBLAST,Hs 863.T,,Female,ATCC,,,Adherent,DMEM + 10% FBS,,CVCL_0959,fibroblast,,Non-Cancerous,"Fibroblast, Bone",CNTL,5.0,SIDM01726,,,Fibroblast,fibroblast_bone,,,PT-iJz19R,ZFIBBON,,,Pediatric,caucasian,ATCC,,,MF-002-001,,,CRL-7598,,
